origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
JFK,2013,6,13,17,64.94,60.8,88.09,100.0,17.261699999999998,24.16638,0.0,,9.0,2013-06-13 21:00:00+00:00
JFK,2013,6,15,6,64.94,55.04,70.28,310.0,5.7539,,0.0,1014.3,10.0,2013-06-15 10:00:00+00:00
JFK,2013,6,15,14,80.96,48.02,31.59,320.0,8.05546,17.261699999999998,0.0,1014.3,10.0,2013-06-15 18:00:00+00:00
JFK,2013,6,16,11,73.04,57.92,59.08,190.0,11.5078,,0.0,1012.9,10.0,2013-06-16 15:00:00+00:00
JFK,2013,6,17,18,75.92,64.94,68.78,170.0,10.35702,,0.0,1011.4,10.0,2013-06-17 22:00:00+00:00
JFK,2013,6,18,18,69.08,64.94,86.66,340.0,5.7539,,0.04,1011.4,7.0,2013-06-18 22:00:00+00:00
JFK,2013,6,18,21,68.0,64.4,90.46,360.0,13.809359999999998,,0.0,,9.0,2013-06-19 01:00:00+00:00
JFK,2013,6,19,10,71.06,46.94,42.17,30.0,11.5078,21.86482,0.0,1017.4,10.0,2013-06-19 14:00:00+00:00
JFK,2013,6,19,18,71.06,50.0,47.29,180.0,9.20624,,0.0,1018.5,10.0,2013-06-19 22:00:00+00:00
JFK,2013,6,21,14,75.02,53.96,47.89,180.0,13.809359999999998,,0.0,1025.9,10.0,2013-06-21 18:00:00+00:00
JFK,2013,6,21,15,75.02,53.06,46.34,180.0,18.41248,,0.0,1025.5,10.0,2013-06-21 19:00:00+00:00
JFK,2013,6,21,18,69.98,57.92,65.54,190.0,16.11092,,0.0,1025.1,10.0,2013-06-21 22:00:00+00:00
JFK,2013,6,21,21,66.92,53.96,63.08,190.0,12.65858,,0.0,1025.1,10.0,2013-06-22 01:00:00+00:00
JFK,2013,6,22,7,66.02,60.98,83.79,200.0,6.904679999999999,,0.0,1024.7,10.0,2013-06-22 11:00:00+00:00
JFK,2013,6,22,13,75.92,62.06,62.17,170.0,13.809359999999998,,0.0,1024.0,10.0,2013-06-22 17:00:00+00:00
JFK,2013,6,24,15,82.04,68.0,62.53,200.0,12.65858,,0.0,1015.4,10.0,2013-06-24 19:00:00+00:00
JFK,2013,6,25,8,77.0,66.92,71.08,240.0,8.05546,,0.0,1014.6,10.0,2013-06-25 12:00:00+00:00
JFK,2013,6,26,8,80.96,64.94,58.25,300.0,9.20624,,0.0,1010.7,10.0,2013-06-26 12:00:00+00:00
JFK,2013,6,26,12,82.94,66.02,56.72,220.0,13.809359999999998,,0.0,1011.1,10.0,2013-06-26 16:00:00+00:00
JFK,2013,6,26,19,77.0,69.08,83.21,190.0,10.35702,,0.1,,8.0,2013-06-26 23:00:00+00:00
JFK,2013,6,27,10,82.94,71.96,69.53,170.0,5.7539,,0.0,1008.3,7.0,2013-06-27 14:00:00+00:00
JFK,2013,6,27,12,82.94,71.06,67.44,180.0,11.5078,,0.0,1008.1,9.0,2013-06-27 16:00:00+00:00
JFK,2013,6,28,12,80.96,69.98,69.32,180.0,11.5078,,0.0,1000.4,10.0,2013-06-28 16:00:00+00:00
JFK,2013,6,28,13,82.04,69.98,66.93,180.0,12.65858,,0.0,1000.4,10.0,2013-06-28 17:00:00+00:00
JFK,2013,6,28,17,75.92,69.08,79.37,180.0,16.11092,,0.0,999.1,10.0,2013-06-28 21:00:00+00:00
JFK,2013,6,29,14,78.98,69.08,71.72,190.0,16.11092,,0.0,1003.4,10.0,2013-06-29 18:00:00+00:00
JFK,2013,6,29,18,75.02,69.08,81.79,180.0,25.31716,31.07106,0.0,1003.9,10.0,2013-06-29 22:00:00+00:00
JFK,2013,6,29,19,73.04,69.08,87.41,190.0,17.261699999999998,21.86482,0.0,1004.3,10.0,2013-06-29 23:00:00+00:00
JFK,2013,6,30,9,80.06,71.96,76.36,180.0,5.7539,,0.0,1010.1,10.0,2013-06-30 13:00:00+00:00
JFK,2013,7,1,16,73.04,69.98,90.14,180.0,12.65858,,0.0,1015.9,9.0,2013-07-01 20:00:00+00:00
JFK,2013,7,1,19,73.4,69.8,88.51,190.0,14.96014,,0.0,,10.0,2013-07-01 23:00:00+00:00
JFK,2013,7,3,8,75.02,69.98,84.34,200.0,6.904679999999999,,0.0,1024.7,10.0,2013-07-03 12:00:00+00:00
JFK,2013,7,3,16,77.0,71.06,81.92,190.0,16.11092,,0.0,1022.7,10.0,2013-07-03 20:00:00+00:00
JFK,2013,7,3,20,73.4,69.98,90.14,210.0,8.05546,,0.04,,9.0,2013-07-04 00:00:00+00:00
JFK,2013,7,3,21,73.04,69.98,90.14,190.0,8.05546,,0.0,1023.6,10.0,2013-07-04 01:00:00+00:00
JFK,2013,7,4,6,73.04,71.06,93.52,,,,0.0,1024.4,6.0,2013-07-04 10:00:00+00:00
JFK,2013,7,4,9,80.96,73.94,83.55,210.0,9.20624,,0.0,,10.0,2013-07-04 13:00:00+00:00
JFK,2013,7,4,13,82.94,73.94,74.33,180.0,14.96014,,0.0,1024.0,10.0,2013-07-04 17:00:00+00:00
JFK,2013,7,4,21,75.92,71.96,87.55,200.0,10.35702,,0.0,1022.8,10.0,2013-07-05 01:00:00+00:00
JFK,2013,7,4,22,73.94,71.06,90.73,190.0,6.904679999999999,,0.0,1023.1,10.0,2013-07-05 02:00:00+00:00
JFK,2013,7,6,11,89.06,73.04,59.3,240.0,16.11092,,0.0,1020.0,10.0,2013-07-06 15:00:00+00:00
JFK,2013,7,6,16,87.08,71.96,60.88,190.0,12.65858,,0.0,1017.9,10.0,2013-07-06 20:00:00+00:00
JFK,2013,7,7,7,80.06,71.96,76.36,210.0,6.904679999999999,,0.0,1018.1,10.0,2013-07-07 11:00:00+00:00
JFK,2013,7,7,8,80.96,71.96,74.15,240.0,10.35702,,0.0,1018.2,10.0,2013-07-07 12:00:00+00:00
JFK,2013,7,7,15,86.0,73.04,65.35,190.0,13.809359999999998,,0.0,1015.0,10.0,2013-07-07 19:00:00+00:00
JFK,2013,7,8,8,80.96,68.0,64.77,260.0,8.05546,,0.0,1017.1,10.0,2013-07-08 12:00:00+00:00
JFK,2013,7,8,13,84.92,69.98,60.98,190.0,14.96014,,0.0,1016.8,10.0,2013-07-08 17:00:00+00:00
JFK,2013,7,8,15,86.0,68.0,55.04,200.0,16.11092,,0.0,1015.9,10.0,2013-07-08 19:00:00+00:00
JFK,2013,7,9,14,84.02,71.96,67.15,170.0,12.65858,,0.0,1017.4,10.0,2013-07-09 18:00:00+00:00
JFK,2013,7,9,16,82.04,69.98,66.93,240.0,10.35702,21.86482,0.0,1016.4,10.0,2013-07-09 20:00:00+00:00
JFK,2013,7,10,6,73.04,69.98,90.14,180.0,6.904679999999999,,0.0,1015.3,8.0,2013-07-10 10:00:00+00:00
JFK,2013,7,10,15,80.06,69.98,71.39,180.0,12.65858,,0.0,1011.5,10.0,2013-07-10 19:00:00+00:00
JFK,2013,7,10,19,75.92,69.98,81.85,190.0,11.5078,,0.0,1010.9,10.0,2013-07-10 23:00:00+00:00
JFK,2013,7,11,6,75.02,69.98,84.34,210.0,8.05546,,0.0,1010.7,10.0,2013-07-11 10:00:00+00:00
JFK,2013,7,11,14,84.92,64.94,51.25,320.0,5.7539,,0.0,1011.1,10.0,2013-07-11 18:00:00+00:00
JFK,2013,7,11,19,77.0,69.08,76.57,190.0,8.05546,,0.0,1012.2,10.0,2013-07-11 23:00:00+00:00
JFK,2013,7,12,6,73.94,62.06,66.43,30.0,11.5078,,0.0,1015.6,10.0,2013-07-12 10:00:00+00:00
JFK,2013,7,12,8,77.0,62.96,61.91,50.0,13.809359999999998,21.86482,0.0,1016.2,10.0,2013-07-12 12:00:00+00:00
JFK,2013,7,12,12,77.0,66.02,68.9,50.0,12.65858,,0.0,1017.2,10.0,2013-07-12 16:00:00+00:00
JFK,2013,7,12,15,77.0,66.92,71.08,50.0,12.65858,,0.0,1016.9,10.0,2013-07-12 19:00:00+00:00
JFK,2013,7,12,18,71.96,69.8,94.06,90.0,10.35702,,0.01,,7.0,2013-07-12 22:00:00+00:00
JFK,2013,7,12,20,71.6,68.0,90.06,60.0,13.809359999999998,23.0156,0.01,,10.0,2013-07-13 00:00:00+00:00
JFK,2013,7,13,6,71.96,71.06,96.99,60.0,8.05546,,0.0,1022.0,6.0,2013-07-13 10:00:00+00:00
JFK,2013,7,13,8,75.02,71.96,90.22,80.0,5.7539,,0.0,1023.4,6.0,2013-07-13 12:00:00+00:00
JFK,2013,7,13,15,82.04,73.04,74.25,140.0,8.05546,,0.0,1023.7,10.0,2013-07-13 19:00:00+00:00
JFK,2013,7,13,19,78.8,73.4,84.53,140.0,8.05546,,0.0,,9.0,2013-07-13 23:00:00+00:00
JFK,2013,7,14,8,80.96,73.04,76.9,260.0,12.65858,,0.0,1027.2,10.0,2013-07-14 12:00:00+00:00
JFK,2013,7,14,16,84.02,71.96,67.15,190.0,14.96014,,0.0,1024.8,10.0,2013-07-14 20:00:00+00:00
JFK,2013,7,14,17,82.04,71.96,71.59,190.0,19.56326,24.16638,0.0,1024.6,10.0,2013-07-14 21:00:00+00:00
JFK,2013,7,14,19,78.98,71.96,79.12,190.0,14.96014,,0.0,1024.2,10.0,2013-07-14 23:00:00+00:00
JFK,2013,7,14,21,78.08,73.04,84.53,200.0,8.05546,,0.0,1024.8,10.0,2013-07-15 01:00:00+00:00
JFK,2013,7,16,20,89.06,60.98,39.08,10.0,9.20624,,0.0,1021.0,10.0,2013-07-17 00:00:00+00:00
JFK,2013,7,17,20,80.96,71.06,71.92,180.0,8.05546,,0.0,1018.7,10.0,2013-07-18 00:00:00+00:00
JFK,2013,7,17,21,80.06,71.06,74.07,200.0,5.7539,,0.0,1018.9,10.0,2013-07-18 01:00:00+00:00
JFK,2013,7,18,12,98.06,66.92,36.4,260.0,12.65858,,0.0,1016.7,10.0,2013-07-18 16:00:00+00:00
JFK,2013,7,18,13,96.08,71.06,44.57,250.0,11.5078,19.56326,0.0,1016.2,10.0,2013-07-18 17:00:00+00:00
JFK,2013,7,19,10,91.04,77.0,63.61,210.0,12.65858,,0.0,1014.1,7.0,2013-07-19 14:00:00+00:00
JFK,2013,7,20,9,84.92,69.98,60.98,230.0,19.56326,,0.0,1009.5,10.0,2013-07-20 13:00:00+00:00
JFK,2013,7,20,14,93.92,71.96,49.12,230.0,20.71404,,0.0,1007.3,10.0,2013-07-20 18:00:00+00:00
JFK,2013,7,20,15,93.92,69.98,45.92,270.0,16.11092,,0.0,1006.8,10.0,2013-07-20 19:00:00+00:00
JFK,2013,7,21,7,80.96,62.06,52.66,30.0,10.35702,,0.0,1012.7,10.0,2013-07-21 11:00:00+00:00
JFK,2013,7,21,9,82.94,60.08,46.03,70.0,8.05546,,0.0,1013.5,10.0,2013-07-21 13:00:00+00:00
JFK,2013,7,21,16,82.94,62.96,50.97,130.0,9.20624,,0.0,1013.5,10.0,2013-07-21 20:00:00+00:00
JFK,2013,7,22,20,75.92,73.4,94.14,130.0,8.05546,,0.0,,10.0,2013-07-23 00:00:00+00:00
JFK,2013,7,22,21,75.92,73.4,94.14,140.0,8.05546,,0.04,,10.0,2013-07-23 01:00:00+00:00
JFK,2013,7,24,21,75.92,55.04,48.34,340.0,12.65858,,0.0,1012.1,10.0,2013-07-25 01:00:00+00:00
JFK,2013,7,25,16,66.02,57.02,72.72,10.0,11.5078,19.56326,0.0,1017.4,10.0,2013-07-25 20:00:00+00:00
JFK,2013,7,26,16,80.96,60.08,49.09,210.0,10.35702,,0.0,1016.2,10.0,2013-07-26 20:00:00+00:00
JFK,2013,7,27,6,69.98,66.02,87.26,230.0,5.7539,,0.0,1017.8,10.0,2013-07-27 10:00:00+00:00
JFK,2013,7,28,15,77.0,69.08,76.57,150.0,14.96014,23.0156,0.0,1014.4,10.0,2013-07-28 19:00:00+00:00
JFK,2013,7,28,16,77.0,68.0,73.78,150.0,12.65858,,0.0,1014.2,10.0,2013-07-28 20:00:00+00:00
JFK,2013,7,28,18,75.02,69.98,84.34,170.0,8.05546,,0.0,1015.2,10.0,2013-07-28 22:00:00+00:00
JFK,2013,7,29,8,75.92,69.08,79.37,290.0,5.7539,,0.0,1016.7,10.0,2013-07-29 12:00:00+00:00
JFK,2013,7,29,14,84.02,60.98,45.9,190.0,9.20624,,0.0,1016.7,10.0,2013-07-29 18:00:00+00:00
JFK,2013,7,30,11,82.04,50.0,32.84,300.0,11.5078,21.86482,0.0,1021.0,10.0,2013-07-30 15:00:00+00:00
JFK,2013,7,30,13,80.96,51.08,35.4,300.0,8.05546,19.56326,0.0,1020.3,10.0,2013-07-30 17:00:00+00:00
JFK,2013,7,31,8,77.0,55.04,46.64,,3.4523399999999995,,0.0,1021.4,10.0,2013-07-31 12:00:00+00:00
JFK,2013,7,31,10,78.08,55.94,46.49,,4.60312,,0.0,1021.0,10.0,2013-07-31 14:00:00+00:00
JFK,2013,7,31,14,82.04,55.94,40.84,190.0,12.65858,,0.0,1019.6,10.0,2013-07-31 18:00:00+00:00
JFK,2013,8,1,9,75.02,66.92,75.93,180.0,12.65858,,0.0,1015.1,10.0,2013-08-01 13:00:00+00:00
JFK,2013,8,1,17,71.06,66.92,88.34,180.0,16.11092,,0.07,,7.0,2013-08-01 21:00:00+00:00
JFK,2013,8,1,18,71.6,68.0,90.06,170.0,16.11092,,0.05,,7.0,2013-08-01 22:00:00+00:00
JFK,2013,8,2,15,80.96,62.06,52.66,180.0,16.11092,,0.0,1012.0,10.0,2013-08-02 19:00:00+00:00
JFK,2013,8,3,12,71.96,64.04,76.13,260.0,10.35702,,0.0,1013.1,10.0,2013-08-03 16:00:00+00:00
JFK,2013,8,3,14,75.02,64.94,70.88,250.0,17.261699999999998,,0.0,1012.8,10.0,2013-08-03 18:00:00+00:00
JFK,2013,8,4,12,80.06,53.06,39.22,310.0,14.96014,,0.0,1011.8,10.0,2013-08-04 16:00:00+00:00
JFK,2013,8,4,20,75.02,48.02,38.43,320.0,17.261699999999998,26.46794,0.0,1013.2,10.0,2013-08-05 00:00:00+00:00
JFK,2013,8,5,15,78.98,42.08,26.89,340.0,9.20624,21.86482,0.0,1016.1,10.0,2013-08-05 19:00:00+00:00
JFK,2013,8,5,20,71.06,57.02,61.16,220.0,16.11092,,0.0,1017.6,10.0,2013-08-06 00:00:00+00:00
JFK,2013,8,6,11,78.08,55.04,45.0,190.0,11.5078,,0.0,1019.8,10.0,2013-08-06 15:00:00+00:00
JFK,2013,8,6,12,77.0,51.98,41.69,190.0,9.20624,,0.0,1020.1,10.0,2013-08-06 16:00:00+00:00
JFK,2013,8,6,18,73.94,57.02,55.49,180.0,13.809359999999998,,0.0,1020.1,10.0,2013-08-06 22:00:00+00:00
JFK,2013,8,7,16,77.0,64.94,66.36,140.0,13.809359999999998,,0.0,1019.6,10.0,2013-08-07 20:00:00+00:00
JFK,2013,8,8,9,73.94,71.6,94.1,160.0,12.65858,,0.0,,10.0,2013-08-08 13:00:00+00:00
JFK,2013,8,8,10,75.92,71.06,84.92,180.0,6.904679999999999,,0.0,1018.1,10.0,2013-08-08 14:00:00+00:00
JFK,2013,8,8,14,78.98,71.06,76.74,170.0,13.809359999999998,,0.0,1017.9,10.0,2013-08-08 18:00:00+00:00
JFK,2013,8,8,15,75.02,71.96,90.22,160.0,12.65858,,0.0,1017.8,10.0,2013-08-08 19:00:00+00:00
JFK,2013,8,8,16,75.2,71.6,90.14,220.0,24.16638,,0.09,,8.0,2013-08-08 20:00:00+00:00
JFK,2013,8,9,15,80.96,73.04,76.9,200.0,11.5078,,0.0,1009.9,10.0,2013-08-09 19:00:00+00:00
JFK,2013,8,10,18,80.06,62.96,55.97,240.0,11.5078,,0.0,1015.1,10.0,2013-08-10 22:00:00+00:00
JFK,2013,8,11,8,71.06,51.08,49.23,20.0,8.05546,,0.0,1020.4,10.0,2013-08-11 12:00:00+00:00
JFK,2013,8,11,10,75.02,48.02,38.43,10.0,5.7539,,0.0,1020.2,10.0,2013-08-11 14:00:00+00:00
JFK,2013,8,11,17,75.02,59.0,57.47,190.0,13.809359999999998,,0.0,1017.7,10.0,2013-08-11 21:00:00+00:00
JFK,2013,8,12,6,71.96,69.08,90.66,200.0,4.60312,,0.0,1016.4,10.0,2013-08-12 10:00:00+00:00
JFK,2013,8,12,13,75.92,66.92,73.68,150.0,4.60312,,0.0,1016.0,10.0,2013-08-12 17:00:00+00:00
JFK,2013,8,12,19,73.94,66.92,78.72,160.0,4.60312,,0.0,1014.1,10.0,2013-08-12 23:00:00+00:00
JFK,2013,8,14,15,75.02,48.02,38.43,310.0,25.31716,32.22184,0.0,1011.4,10.0,2013-08-14 19:00:00+00:00
JFK,2013,8,15,7,66.02,50.0,56.23,340.0,9.20624,,0.0,1020.1,10.0,2013-08-15 11:00:00+00:00
JFK,2013,8,15,8,69.08,48.92,48.6,,4.60312,,0.0,1020.6,10.0,2013-08-15 12:00:00+00:00
JFK,2013,8,15,9,71.96,48.02,42.6,270.0,3.4523399999999995,,0.0,1020.8,10.0,2013-08-15 13:00:00+00:00
JFK,2013,8,16,8,71.06,57.02,61.16,0.0,0.0,,0.0,1021.6,10.0,2013-08-16 12:00:00+00:00
JFK,2013,8,16,10,75.92,55.04,48.34,220.0,6.904679999999999,,0.0,1021.9,10.0,2013-08-16 14:00:00+00:00
JFK,2013,8,16,15,78.08,48.92,35.91,180.0,11.5078,,0.0,1021.3,10.0,2013-08-16 19:00:00+00:00
JFK,2013,8,16,21,69.08,57.92,67.59,200.0,6.904679999999999,,0.0,1022.9,10.0,2013-08-17 01:00:00+00:00
JFK,2013,8,17,8,71.96,55.94,57.05,0.0,0.0,,0.0,1025.3,10.0,2013-08-17 12:00:00+00:00
JFK,2013,8,17,21,69.08,60.08,73.02,200.0,8.05546,,0.0,1025.3,10.0,2013-08-18 01:00:00+00:00
JFK,2013,8,19,8,71.96,62.96,73.3,250.0,6.904679999999999,,0.0,1019.7,10.0,2013-08-19 12:00:00+00:00
JFK,2013,8,19,19,73.94,60.08,61.92,250.0,12.65858,,0.0,1017.5,10.0,2013-08-19 23:00:00+00:00
JFK,2013,8,20,6,69.08,64.94,86.66,290.0,5.7539,,0.0,1019.3,3.0,2013-08-20 10:00:00+00:00
JFK,2013,8,20,14,84.02,62.96,49.22,200.0,13.809359999999998,,0.0,1019.2,10.0,2013-08-20 18:00:00+00:00
JFK,2013,8,20,21,73.94,69.08,84.8,170.0,3.4523399999999995,,0.0,1020.2,10.0,2013-08-21 01:00:00+00:00
JFK,2013,8,21,8,78.08,66.92,68.59,250.0,4.60312,,0.0,1022.2,9.0,2013-08-21 12:00:00+00:00
JFK,2013,8,22,15,75.2,71.6,88.59,220.0,10.35702,,0.01,,10.0,2013-08-22 19:00:00+00:00
JFK,2013,8,22,17,75.02,66.92,75.93,220.0,9.20624,,0.0,1013.2,10.0,2013-08-22 21:00:00+00:00
JFK,2013,8,23,7,73.04,60.98,65.9,350.0,16.11092,,0.0,1014.6,10.0,2013-08-23 11:00:00+00:00
JFK,2013,8,23,8,75.02,60.08,59.72,360.0,14.96014,,0.0,1014.9,10.0,2013-08-23 12:00:00+00:00
JFK,2013,8,24,11,75.92,51.08,41.8,350.0,11.5078,,0.0,1025.9,10.0,2013-08-24 15:00:00+00:00
JFK,2013,8,24,19,68.0,57.92,70.15,190.0,6.904679999999999,,0.0,1026.7,10.0,2013-08-24 23:00:00+00:00
JFK,2013,8,25,5,64.94,57.92,77.99,270.0,4.60312,,0.0,1028.4,10.0,2013-08-25 09:00:00+00:00
JFK,2013,8,26,22,73.94,66.92,78.72,230.0,8.05546,,0.0,1014.2,10.0,2013-08-27 02:00:00+00:00
JFK,2013,8,27,10,78.8,66.2,68.9,360.0,17.261699999999998,,0.0,,10.0,2013-08-27 14:00:00+00:00
JFK,2013,8,27,18,84.02,64.94,52.75,10.0,8.05546,,0.0,1011.0,10.0,2013-08-27 22:00:00+00:00
JFK,2013,8,28,17,78.98,69.98,73.97,20.0,8.05546,,0.0,1011.2,10.0,2013-08-28 21:00:00+00:00
JFK,2013,8,29,10,75.02,64.94,70.88,40.0,9.20624,,0.0,1016.3,10.0,2013-08-29 14:00:00+00:00
JFK,2013,8,29,12,78.98,64.4,61.36,40.0,12.65858,,0.0,,10.0,2013-08-29 16:00:00+00:00
JFK,2013,8,29,16,80.96,62.96,54.35,20.0,5.7539,,0.0,1015.8,10.0,2013-08-29 20:00:00+00:00
JFK,2013,8,30,14,80.96,66.92,62.4,200.0,13.809359999999998,,0.0,1013.3,10.0,2013-08-30 18:00:00+00:00
JFK,2013,8,30,17,78.98,69.08,71.72,190.0,12.65858,,0.0,1012.1,10.0,2013-08-30 21:00:00+00:00
JFK,2013,8,30,18,80.06,69.08,69.23,230.0,12.65858,,0.0,1011.7,10.0,2013-08-30 22:00:00+00:00
JFK,2013,8,30,20,77.0,69.08,76.57,220.0,14.96014,,0.0,1012.1,9.0,2013-08-31 00:00:00+00:00
JFK,2013,8,31,6,73.04,69.08,87.41,240.0,11.5078,,0.0,1011.7,9.0,2013-08-31 10:00:00+00:00
JFK,2013,8,31,8,73.04,69.08,87.41,190.0,9.20624,,0.0,1011.8,10.0,2013-08-31 12:00:00+00:00
JFK,2013,8,31,10,77.0,69.08,76.57,230.0,12.65858,,0.0,1011.9,10.0,2013-08-31 14:00:00+00:00
JFK,2013,8,31,16,78.98,71.06,76.74,180.0,14.96014,,0.0,1009.5,9.0,2013-08-31 20:00:00+00:00
JFK,2013,9,1,12,82.04,71.96,71.59,190.0,10.35702,,0.0,1010.8,10.0,2013-09-01 16:00:00+00:00
JFK,2013,9,1,14,82.04,71.06,69.43,170.0,13.809359999999998,,0.0,1010.4,10.0,2013-09-01 18:00:00+00:00
JFK,2013,9,2,7,73.94,73.4,100.0,140.0,5.7539,,0.0,,2.0,2013-09-02 11:00:00+00:00
JFK,2013,9,2,12,78.98,73.04,82.06,150.0,8.05546,,0.0,1008.3,10.0,2013-09-02 16:00:00+00:00
JFK,2013,9,2,15,75.02,73.04,93.57,210.0,4.60312,,0.0,1007.3,5.0,2013-09-02 19:00:00+00:00
JFK,2013,9,2,16,78.98,73.94,94.14,210.0,6.904679999999999,,0.0,,6.0,2013-09-02 20:00:00+00:00
JFK,2013,9,2,17,77.0,73.4,88.67,200.0,6.904679999999999,,0.0,,8.0,2013-09-02 21:00:00+00:00
JFK,2013,9,4,8,71.96,55.04,55.22,310.0,17.261699999999998,25.31716,0.0,1015.9,10.0,2013-09-04 12:00:00+00:00
JFK,2013,9,4,14,80.96,55.04,40.94,230.0,17.261699999999998,,0.0,1014.8,10.0,2013-09-04 18:00:00+00:00
JFK,2013,9,4,15,80.96,55.94,42.3,230.0,20.71404,,0.0,1014.7,10.0,2013-09-04 19:00:00+00:00
JFK,2013,9,5,14,80.96,37.04,20.71,300.0,16.11092,20.71404,0.0,1015.6,10.0,2013-09-05 18:00:00+00:00
JFK,2013,9,5,15,80.06,35.96,20.44,290.0,8.05546,,0.0,1015.7,10.0,2013-09-05 19:00:00+00:00
JFK,2013,9,5,20,69.08,42.08,37.49,360.0,10.35702,,0.0,1019.3,10.0,2013-09-06 00:00:00+00:00
JFK,2013,9,6,8,62.96,41.0,44.47,20.0,13.809359999999998,,0.0,1024.6,10.0,2013-09-06 12:00:00+00:00
JFK,2013,9,7,10,71.06,46.04,40.76,220.0,11.5078,,0.0,1019.1,10.0,2013-09-07 14:00:00+00:00
JFK,2013,9,7,18,69.98,55.94,61.02,190.0,14.96014,,0.0,1014.3,10.0,2013-09-07 22:00:00+00:00
JFK,2013,9,8,17,80.06,48.02,32.53,340.0,17.261699999999998,,0.0,1012.1,10.0,2013-09-08 21:00:00+00:00
JFK,2013,9,8,18,77.0,39.92,26.4,330.0,16.11092,24.16638,0.0,1013.2,10.0,2013-09-08 22:00:00+00:00
JFK,2013,9,9,15,69.98,48.92,47.13,130.0,8.05546,,0.0,1023.2,10.0,2013-09-09 19:00:00+00:00
JFK,2013,9,10,17,77.0,69.08,76.57,190.0,12.65858,,0.0,1018.6,10.0,2013-09-10 21:00:00+00:00
JFK,2013,9,10,20,73.94,69.98,87.45,200.0,10.35702,,0.0,1019.7,10.0,2013-09-11 00:00:00+00:00
JFK,2013,9,11,19,77.0,69.98,78.96,190.0,12.65858,,0.0,1017.1,9.0,2013-09-11 23:00:00+00:00
JFK,2013,9,13,14,78.08,55.04,45.0,290.0,14.96014,20.71404,0.0,1004.7,10.0,2013-09-13 18:00:00+00:00
JFK,2013,9,14,16,66.02,44.96,46.52,270.0,14.96014,,0.0,1016.6,10.0,2013-09-14 20:00:00+00:00
JFK,2013,9,15,9,62.96,42.08,46.37,310.0,8.05546,,0.0,1023.6,10.0,2013-09-15 13:00:00+00:00
JFK,2013,9,15,13,69.08,46.04,43.61,210.0,11.5078,,0.0,1021.6,10.0,2013-09-15 17:00:00+00:00
JFK,2013,9,16,16,73.04,48.02,41.07,360.0,11.5078,,0.0,1018.3,10.0,2013-09-16 20:00:00+00:00
JFK,2013,9,17,16,64.94,33.08,30.37,,3.4523399999999995,,0.0,1028.2,10.0,2013-09-17 20:00:00+00:00
JFK,2013,9,17,17,64.94,33.98,31.48,30.0,5.7539,,0.0,1028.0,10.0,2013-09-17 21:00:00+00:00
JFK,2013,9,18,19,62.06,51.08,67.24,200.0,12.65858,,0.0,1023.1,10.0,2013-09-18 23:00:00+00:00
JFK,2013,9,19,15,73.04,51.08,46.04,190.0,14.96014,,0.0,1019.6,10.0,2013-09-19 19:00:00+00:00
JFK,2013,9,19,16,69.98,51.98,52.8,180.0,16.11092,,0.0,1019.3,10.0,2013-09-19 20:00:00+00:00
JFK,2013,9,21,9,66.92,62.06,84.38,140.0,4.60312,,0.0,,10.0,2013-09-21 13:00:00+00:00
JFK,2013,9,22,6,64.04,59.0,83.66,290.0,8.05546,,0.0,1006.3,10.0,2013-09-22 10:00:00+00:00
JFK,2013,9,22,7,64.04,57.02,77.92,310.0,13.809359999999998,,0.0,1006.8,10.0,2013-09-22 11:00:00+00:00
JFK,2013,9,22,8,64.94,55.04,70.28,320.0,14.96014,,0.0,1007.3,10.0,2013-09-22 12:00:00+00:00
JFK,2013,9,22,9,66.92,48.02,50.62,340.0,18.41248,23.0156,0.0,1007.7,10.0,2013-09-22 13:00:00+00:00
JFK,2013,9,22,12,71.06,44.96,39.13,330.0,20.71404,25.31716,0.0,1008.1,10.0,2013-09-22 16:00:00+00:00
JFK,2013,9,24,12,64.94,41.0,41.49,260.0,12.65858,,0.0,1014.8,10.0,2013-09-24 16:00:00+00:00
JFK,2013,9,25,12,69.98,39.02,32.29,210.0,6.904679999999999,,0.0,1013.7,10.0,2013-09-25 16:00:00+00:00
JFK,2013,9,25,18,62.96,51.98,67.34,190.0,4.60312,,0.0,1012.6,10.0,2013-09-25 22:00:00+00:00
JFK,2013,9,25,19,62.06,53.96,74.75,200.0,6.904679999999999,,0.0,1013.0,10.0,2013-09-25 23:00:00+00:00
JFK,2013,9,27,16,64.94,48.92,56.08,40.0,10.35702,,0.0,1023.1,10.0,2013-09-27 20:00:00+00:00
JFK,2013,9,27,19,64.04,50.0,60.25,40.0,9.20624,,0.0,1023.8,10.0,2013-09-27 23:00:00+00:00
JFK,2013,9,27,20,62.96,50.0,62.58,350.0,6.904679999999999,,0.0,1024.1,10.0,2013-09-28 00:00:00+00:00
JFK,2013,9,28,19,64.04,53.06,67.46,100.0,3.4523399999999995,,0.0,1024.7,10.0,2013-09-28 23:00:00+00:00
JFK,2013,9,28,20,62.96,53.06,70.07,70.0,3.4523399999999995,,0.0,1024.8,10.0,2013-09-29 00:00:00+00:00
JFK,2013,9,29,15,66.92,51.08,56.73,150.0,9.20624,,0.0,1020.0,10.0,2013-09-29 19:00:00+00:00
