tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N466UA,,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N466WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N467UA,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N468AA,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N469AA,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N469UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N471UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N472WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N473AA,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N473WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N474UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N476UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N477AA,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N477UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N477WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N479UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N480AA,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N48127,1998.0,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet
N481UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N482AA,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N482WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N483UA,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N485WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N487AA,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N488UA,2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N48901,2001.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan
N489AA,1989.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N490UA,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N490WN,2004.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N491UA,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N493AA,1989.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N493UA,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N494UA,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N495UA,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N497UA,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N498UA,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N499WN,2005.0,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan
N502UA,1989.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N503JB,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N505UA,1989.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N506JB,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N508AS,2008.0,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan
N508JB,2007.0,Fixed wing single engine,CIRRUS DESIGN CORP,SR22,1,4,,Reciprocating
N508SW,1990.0,Fixed wing multi engine,BOEING,737-5H4,2,149,,Turbo-jet
N508UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N509JB,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N509UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N510JB,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N510UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N510UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N511UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N514UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N515MJ,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N517JB,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N517UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N518UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N519JB,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N519LR,2006.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N519MQ,1983.0,Fixed wing single engine,CESSNA,A185F,1,6,127.0,Reciprocating
N519UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N519US,1986.0,Fixed wing multi engine,BOEING,757-251,2,178,,Turbo-jet
N520JB,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N520UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N521JB,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N521UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N521UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N522SW,1992.0,Fixed wing multi engine,BOEING,737-5H4,2,149,,Turbo-jet
N522US,1987.0,Fixed wing multi engine,BOEING,757-251,2,178,,Turbo-jet
N523JB,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N524JB,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N524UA,1990.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N524UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N525VA,2007.0,Fixed wing multi engine,AIRBUS,A319-112,2,100,,Turbo-fan
N527VA,2008.0,Fixed wing multi engine,AIRBUS,A319-112,2,100,,Turbo-fan
N528UA,1991.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N529JB,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N530UA,1991.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N531JB,,Fixed wing single engine,BARKER JACK L,ZODIAC 601HDS,1,2,,Reciprocating
N53442,2009.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N534UA,1991.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N535JB,2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N535UA,1991.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N535UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N536AS,2012.0,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan
N536JB,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N536UA,1991.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N536UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N537JB,2012.0,Rotorcraft,ROBINSON HELICOPTER CO,R66,1,5,,Turbo-shaft
N537UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N540UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N541UW,2009.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N543UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N544AA,2007.0,Fixed wing single engine,FRIEDEMANN JON,VANS AIRCRAFT RV6,1,2,,Reciprocating
N545UA,1991.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N545UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N54711,1998.0,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet
N547JB,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N548UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N549AS,2005.0,Fixed wing multi engine,BOEING,737-8FH,2,149,,Turbo-jet
N549UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N549UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N551AA,1985.0,Fixed wing single engine,LEBLANC GLENN T,FALCON XP,1,2,,Reciprocating
N551UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N552AS,2006.0,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan
N552JB,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N552UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N553AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N553UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N554JB,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N554UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N554UW,2011.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N555AY,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N555UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N556AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N556JB,2002.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N556UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N556WN,2011.0,Fixed wing multi engine,BOEING,737-7BD,2,149,,Turbo-fan
N557UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N557UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N558JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N558UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N559AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N559AS,2006.0,Fixed wing multi engine,BOEING,737-890,2,149,,Turbo-fan
N559JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N559UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N560AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N560UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N561JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N561UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N561UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N562JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N562UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N563JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N563UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N564AA,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N564JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N564UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N564UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N565AA,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N565JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N565UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N566AA,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N566JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N566UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N566UW,2012.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N567UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N568AA,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N568UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N568UW,2013.0,Fixed wing multi engine,AIRBUS,A321-231,2,379,,Turbo-fan
N569JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N570JB,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N570UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N571AA,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N571UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N573UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N57439,2009.0,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan
N574UA,1992.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N575UA,1993.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N576AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N576UA,1993.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N57852,2001.0,Fixed wing multi engine,BOEING,757-324,2,275,,Turbo-fan
N57869,2002.0,Fixed wing multi engine,BOEING,757-33N,2,275,,Turbo-jet
N578UA,1993.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N580UA,1993.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N583JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N584AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,,Turbo-fan
N584JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N585JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N587JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N588JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N588UA,1993.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N589JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N590AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N590JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N590UA,1997.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N591AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N591JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N592AA,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N592JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N593JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N594JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N594UA,1996.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N595JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N595UA,1998.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N596AA,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,,Turbo-fan
N596UA,1998.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N597JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N597UA,1998.0,Fixed wing multi engine,BOEING,757-222,2,178,,Turbo-jet
N598JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N599JB,2004.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N600QX,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N601AW,2003.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N601LR,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N602AW,1996.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N602LR,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N602SW,1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan
N603AT,2001.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N603JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N604AW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N604LR,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N604SW,1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan
N605JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N605LR,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N605QX,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N606LR,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan
N607AT,2000.0,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan
N608JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N608QX,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N610DL,1985.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N611QX,,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N612QX,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N613DL,1985.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N613JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N614QX,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N615JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N615QX,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan
N617DL,1986.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N618DL,1986.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N618JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N621JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N621VA,2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N622VA,2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N623JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N623VA,2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N624AG,1993.0,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan
N624JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N624VA,2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N625JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N626VA,2006.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N628VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N629JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N630JB,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N630VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N631VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N632JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N633DL,1987.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N633VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N634JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N635AA,1990.0,Fixed wing multi engine,BOEING,757-223,2,178,,Turbo-fan
N635JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N635VA,2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N636VA,2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N637JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N637VA,2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N638DL,1988.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N638JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N638VA,2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N640DL,1988.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N640JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N640VA,2007.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N641JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N642VA,2008.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan
N643JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N644DL,1989.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N644JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N645DL,1989.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N645JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N646JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N647AW,1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N647DL,1989.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N648AW,1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N648JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N649DL,1989.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N649JB,2006.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N651AW,1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N652AW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N652JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N652SW,1997.0,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan
N653AW,1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N653JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N655JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N656JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N657JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N658JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N659AW,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N659JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N66056,2001.0,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet
N661DN,1990.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N661JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N662JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N663AW,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N663JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N663UA,1993.0,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan
N664DN,1991.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N665AW,2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan
N665JB,2007.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
N667UA,1998.0,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan
N670UA,,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan
N67134,1999.0,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet
N671UA,1999.0,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan
N675DL,1992.0,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan
N676AW,2005.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan
